Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,SMA_20,StdDev_20,Upper,Lower,RSI,EMA_12,EMA_26,MACD,Signal,MACD_Histogram
,0.4892958997627449,0.48829411801700506,0.48328724510856025,0.4838527282480979,0.22994445702454772,,,,,,,,0.4808756422242805,0.4879571652590933,0.5040765118641976,0.4810669877935869,0.023009524070610632
2022-01-03,0.4542049676778389,0.45225498824604204,0.44235129242724736,0.4505160362981294,0.2606227871695467,,,,,,,0.0,0.4749349479167747,0.48492406358253026,0.4734611565434271,0.47427256603695306,-0.000811409493525983
2022-01-04,0.43231476731298224,0.44135267332827954,0.4282675662010461,0.4485030217642675,0.306371030116112,,,,,,,0.0,0.46620232072905876,0.48022354605469086,0.4307253852346016,0.4593527403937689,-0.02862735515916731
2022-01-05,0.38414845414502763,0.4058029663222542,0.3892486485111005,0.4137789861036155,0.39500434759633163,,,,,,,0.0,0.4506588930293741,0.47170793644970876,0.35605578084357453,0.43084556201215624,-0.0747897811685817
2022-01-06,0.3746143976707371,0.3771063290285048,0.3719709935724428,0.36457707285312313,0.39010189228529835,,,,,,,0.0,0.4358927006112657,0.4629990319615873,0.2909227386091582,0.3935849369579085,-0.10266219834875034
2022-01-07,0.37522468544038345,0.36854019768669666,0.3665838791329582,0.3684482900381013,0.30691988412815085,,,,,,,0.14069517463106251,0.423501548336115,0.4549879820279854,0.24285413043209786,0.35310863986340935,-0.11025450943131149
2022-01-10,0.3761016525745745,0.3616092876770778,0.34580449486035436,0.3504087412395941,0.4458688226901293,,,,,,,0.35764361218369345,0.4131651927054246,0.4476461442787172,0.20893554998011754,0.3132001004305228,-0.10426455045040528
2022-01-11,0.3788096026585145,0.3689685397834608,0.3658144325877438,0.3654676555729345,0.26688837005971344,,,,,,,1.0723500613945305,0.4048774861104526,0.44108220933716735,0.18808716536294523,0.27664641688300606,-0.08855925152006083
2022-01-12,0.39135633435873485,0.3954458354896928,0.39348154340314323,0.3898170059844187,0.3267626981038715,,,,,,,4.490604966408512,0.39998890128955,0.4360889746178822,0.18630047227507435,0.24700695181871488,-0.06070647954364053
2022-01-13,0.339986518873577,0.38559462554705015,0.3431493742019366,0.39291375030807585,0.4587975173063158,,,,,,,3.896903071633801,0.38715579018445256,0.4270254343051214,0.1437040277258429,0.21384201211669662,-0.07013798439085372
2022-01-14,0.36058017178505997,0.346423749857921,0.34218728405654397,0.33012402685684583,0.392507482189267,,,,,,,9.086142784415358,0.37978339163940744,0.42041328969256075,0.1324046457843308,0.18480240477847537,-0.05239775899414456
2022-01-18,0.3317871752709146,0.34245212294122984,0.33445276392818657,0.329427292553914,0.4223737875971003,,,,,,,8.402960157947234,0.3686707184560719,0.4118021969985304,0.10266675780379209,0.15497103221557262,-0.05230427441178054
2022-01-19,0.334380509459281,0.3584554560372333,0.3381470374204095,0.3380212830053769,0.46561795917583026,,,,,,,9.06615193098412,0.3597067239618378,0.4040531191166803,0.08620488733755316,0.1274525749381955,-0.041247687600642347
2022-01-20,0.3277830366560298,0.34965566575030826,0.33214418105027155,0.3487830524802712,0.3388747171660398,,,,,,,8.889810643088353,0.3510048910931668,0.3963077912531052,0.07231346405641687,0.1023549055346415,-0.03004144147822463
2022-01-21,0.30654093055664566,0.3202968830129922,0.31086439737422544,0.3240851432215367,0.6103436762890263,,,,,,,8.328137629912135,0.34004563454837033,0.3873001196709882,0.047817407038726556,0.07684039532305431,-0.029022988284327755
2022-01-24,0.30783759765082885,0.2930409067959565,0.23559715911438184,0.2834771340730048,0.9435845331258017,,,,,,,8.707315188675125,0.3309919358024521,0.37907176106793194,0.03495616077609198,0.05357450927561852,-0.018618348499526538
2022-01-25,0.27778597981994546,0.2847861085151242,0.2706910797623313,0.28084454601892006,0.7888617464366524,,,,,,,7.892523642947481,0.3182435465899046,0.3688553843963689,0.00400702005834086,0.028093302168138157,-0.024086282109797297
2022-01-26,0.30913402546339286,0.3373901988690864,0.30093640459473214,0.3446018942329928,1.0,,,,,,,16.653945483894674,0.3127634930436488,0.36210535984495085,0.012807760486916508,0.009661472142867056,0.0031462883440494527
2022-01-27,0.3210710675980145,0.3327180449554177,0.3197920200742531,0.32396920430238285,0.556261739711089,,,,,,,19.783027278408284,0.31014739768863075,0.35688712111903675,0.03571599658824609,0.0,0.03571599658824609
