Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,SMA_20,StdDev_20,Upper,Lower,RSI,EMA_12,EMA_26,MACD,Signal,MACD_Histogram
,0.41541265214047274,0.41305463918582286,0.4089572484853683,0.4122330579726087,0.149263158060644,,,,,,,,0.414677927304854,0.4144787568702226,0.4220411096972768,0.406498176060011,0.015542933637265832
2022-01-03,0.4091440236964835,0.4002120913210462,0.38565658563681304,0.37654327824259626,0.27501952984851336,,,,,,,0.0,0.41362357651987947,0.4139298431612868,0.41766471590168447,0.40553073852934063,0.01213397737234384
2022-01-04,0.39234610630631195,0.40065368427293635,0.3959514596608815,0.41192112776946155,0.2574951293844002,,,,,,,0.0,0.409906110984277,0.411950676716462,0.40255845646467875,0.4014174266900332,0.00114102977464553
2022-01-05,0.3575869436314346,0.3802634634901022,0.36324117631357344,0.38966259486424526,0.24134052609417922,,,,,,,0.0,0.40091425237903033,0.4070744221314535,0.3666782556817306,0.3901951662926302,-0.023516910610899555
2022-01-06,0.3363532741402958,0.3444148998881099,0.3413368963918839,0.3387331595664972,0.24935013329036992,,,,,,,0.0,0.3897343635800714,0.40070004105538204,0.3243737831161701,0.37186560939203755,-0.047491826275867455
2022-01-07,0.33758964873007125,0.3358761705320935,0.3368832007882814,0.3401337354919646,0.21484322642574666,,,,,,,0.9538395814514331,0.3804824094654107,0.39490609974463164,0.29320543652046327,0.35031194673096777,-0.0571065102105045
2022-01-10,0.3377349518162772,0.32380378739692806,0.3160009492757383,0.3120523910250562,0.28272891216374474,,,,,,,1.0732654656599294,0.3726782721321731,0.38955406276564686,0.2703554467617879,0.3280178400625968,-0.05766239330080891
2022-01-11,0.358750497327191,0.34353152529892983,0.33534981743726777,0.3359325213219354,0.1790640023936757,,,,,,,16.7147941884717,0.3696094770458709,0.38643870343454223,0.2688534829912922,0.3098505333904354,-0.0409970503991432
2022-01-12,0.36202280863301295,0.35825376367022377,0.3645555475729245,0.3639399423189139,0.17455182890092646,,,,,,,18.86592798978232,0.36756319006664784,0.3838406520581312,0.27170699716895064,0.29594748062730203,-0.02424048345835139
2022-01-13,0.3377349518162772,0.3541315224481768,0.34243208198541786,0.3614339981525586,0.20738566746049691,,,,,,,15.637530533887457,0.36174662494860454,0.37930827787073884,0.25869948889003086,0.2819496226573164,-0.02325013376728552
2022-01-14,0.3441344971429371,0.33322632049762857,0.33732141927852544,0.3287097553958277,0.19362677071754764,,,,,,,19.544235363946683,0.3579012863280595,0.37567201257670035,0.2548376565130021,0.26989764674761674,-0.015059990234614629
2022-01-18,0.32035537047883855,0.324098224334329,0.32505480064612935,0.3299624325529428,0.2292201734873337,,,,,,,16.488748187918574,0.3506480125168534,0.3702228762643285,0.23711624599628617,0.256338603736743,-0.01922235774045683
2022-01-19,0.2943951169130986,0.31335123716922963,0.2997190003530359,0.31883334927376794,0.24227944810069685,,,,,,,13.928590753087406,0.34014424700664314,0.36290416486043675,0.20721540839006405,0.23888154538398484,-0.03166613699392079
2022-01-20,0.2818875356370779,0.30304555569635794,0.2868683573774691,0.29657467052048336,0.23079000775778385,,,,,,,12.89014043663164,0.3291527351351171,0.35503235136025424,0.17750491256481352,0.218348151360321,-0.0408432387955075
2022-01-21,0.2666167119097048,0.27838581336191315,0.2731416602094936,0.27770639236465133,0.33716641867933544,,,,,,,11.739349600818727,0.3172837517583691,0.34640644240910134,0.14635299001383356,0.19503504966979165,-0.04868205965595809
2022-01-24,0.2608718772255533,0.24872050695774373,0.21765072181102418,0.24527666660560976,0.4706791648671225,,,,,,,11.329568549502184,0.3062745144323815,0.337916442073416,0.12107724675083481,0.1707971591877692,-0.04971991243693438
