Date,Close,High,Low,Open,Volume,SMA_50,SMA_200,SMA_20,StdDev_20,Upper,Lower,RSI,EMA_12,EMA_26,MACD,Signal,MACD_Histogram
2022-10-17,10675.7998046875,10696.58984375,10569.6904296875,10575.650390625,144222704.0,11674.19455078125,12587.455760171293,10823.75439453125,301.7737387030377,11427.301871937325,10220.206917125175,43.1673650817459,10694.49403690541,10998.866417505198,-304.3723805997888,-310.49712424104814,6.124743641259329
2022-10-18,10772.400390625,10972.9697265625,10670.1201171875,10963.990234375,752392704.0,11636.753359375,12569.210541992188,10791.121923828125,266.5633032946542,11324.248530417433,10257.995317238816,45.27761628698559,10706.479629785346,10982.091156254814,-275.6115264694672,-303.52000468673197,27.908478217264758
2022-10-19,10680.509765625,10808.0400390625,10592.8798828125,10689.3095703125,660122704.0,11600.4849609375,12543.449091796874,10764.137890625,247.47529429777197,11259.088479220543,10269.187302029455,43.61847647060069,10702.484266068372,10959.751793985939,-257.26752791756735,-294.269509332899,37.00198141533167
2022-10-20,10614.83984375,10837.2998046875,10574.5498046875,10657.41015625,333042704.0,11555.68576171875,12518.409692382813,10741.539404296875,238.86820126070805,11219.27580681829,10263.803001775459,42.42209006290296,10689.000508788622,10934.20276063513,-245.20225184650735,-284.4560578356207,39.253805989113346
2022-10-21,10859.7197265625,10875.7197265625,10542.4296875,10576.0400390625,411472704.0,11517.281953125,12497.20744140625,10741.12890625,238.64651778935433,11218.421941828708,10263.835870671292,48.13487292094431,10715.265003830757,10928.685498851972,-213.42049502121517,-270.2489452727396,56.82845025152443
2022-10-24,10952.6103515625,10983.51953125,10713.330078125,10867.0703125,513742704.0,11475.3903515625,12476.56619140625,10748.613427734375,242.99414758700863,11234.601722908392,10262.625132560359,50.15517073161019,10751.779672712562,10930.457710163862,-178.67803745130004,-251.9347637084517,73.25672625715166
2022-10-25,11199.1201171875,11210.3798828125,10996.9697265625,10996.9697265625,846792704.0,11436.8117578125,12457.882290039062,10767.09443359375,262.7245553393425,11292.543544272434,10241.645322915065,55.14822730242293,10820.601279554861,10950.35862920265,-129.75734964778894,-227.49928089631916,97.74193124853022
2022-10-26,10970.990234375,11205.83984375,10948.3798828125,10969.01953125,929472704.0,11394.18056640625,12438.023090820312,10763.061962890624,258.7156485688049,11280.493260028234,10245.630665753015,50.14231238371084,10843.738041834884,10951.886896252454,-108.14885441756996,-203.62919560056935,95.48034118299938
2022-10-27,10792.669921875,10998.73046875,10780.5,10971.9501953125,478552704.0,11351.2715625,12416.219189453124,10765.819970703125,258.72292981015045,11283.265830323426,10248.374111082825,46.582873774080184,10835.881407994902,10940.093046298569,-104.2116383036664,-183.74568414118878,79.53404583752237
2022-10-28,11102.4501953125,11117.0400390625,10766.2001953125,10766.2001953125,436972704.0,11314.01376953125,12395.7894921875,10792.161474609375,265.0799244978318,11322.321323605038,10262.001625613711,52.84526356696573,10876.891990659149,10952.119501781082,-75.22751112193328,-162.0420495373377,86.81453841540443
2022-10-31,10988.150390625,11047.9404296875,10914.009765625,11028.4296875,458772704.0,11279.6723828125,12376.696196289062,10800.797509765625,268.6671374797021,11338.13178472503,10263.46323480622,50.493097385763576,10894.008667576973,10954.788456510261,-60.77978893328873,-141.78959741652793,81.0098084832392
2022-11-01,10890.849609375,11156.349609375,10881.1904296875,11154.740234375,382552704.0,11249.85796875,12356.681694335937,10786.519482421874,254.88964212789975,11296.298766677673,10276.740198166075,48.51348602108758,10893.522658622822,10950.052245611354,-56.529586988532174,-124.73759533092878,68.20800834239661
2022-11-02,10524.7998046875,10993.240234375,10522.900390625,10885.009765625,1141452704.0,11212.72796875,12336.77119140625,10755.327490234375,246.26827809945976,11247.864046433295,10262.790934035454,41.863879688009156,10836.796065709696,10918.55206480218,-81.75599909248376,-116.14127608323979,34.385276990756026
2022-11-03,10342.9404296875,10486.009765625,10319.5400390625,10399.4501953125,807222704.0,11170.956171875,12316.784594726563,10718.809033203124,250.74539000224675,11220.299813207617,10217.318253198631,39.003539605746084,10760.818275552436,10875.914165904795,-115.09589035235877,-115.93219893706359,0.8363085847048239
2022-11-04,10475.25,10553.6298828125,10262.9296875,10548.1396484375,1158782704.0,11127.67578125,12298.390747070312,10709.951513671875,256.2824863454839,11222.516486362842,10197.386540980908,42.10292153075811,10716.884694698216,10846.235338800736,-129.35064410252016,-118.61588797015492,-10.734756132365249
2022-11-07,10564.51953125,10587.9599609375,10428.91015625,10516.9404296875,161722704.0,11096.13197265625,12282.368745117188,10711.072509765625,255.5576575618262,11222.187824889277,10199.957194641973,44.164397825550004,10693.443900321567,10825.367501204386,-131.9236008828193,-121.2774305526878,-10.646170330131497
2022-11-08,10616.2001953125,10745.6396484375,10472.73046875,10611.5302734375,839532704.0,11068.102578125,12266.174096679688,10720.572998046875,247.82446901191085,11216.221936070697,10224.924060023053,45.37696835956743,10681.560253397094,10809.873626693876,-128.31337329678172,-122.68461910150658,-5.628754195275135
2022-11-09,10353.169921875,10564.9697265625,10344.009765625,10528.4501953125,682492704.0,11037.50318359375,12250.24349609375,10717.376513671876,252.3163171268878,11222.009147925652,10212.7438794181,40.55025279756172,10631.038663932157,10776.04372263322,-145.0050587010628,-127.14870702141783,-17.856351679644973
2022-11-10,11114.150390625,11119.1201171875,10779.9501953125,10869.169921875,2138032704.0,11023.4621875,12238.103647460937,10740.626513671876,266.71198830903893,11274.050490289954,10207.202537053798,55.34835826265521,10705.363544961825,10801.088661002981,-95.72511604115607,-120.86398882536548,25.13887278420941
2022-11-11,11323.330078125,11352.4296875,11069.830078125,11124.75,1572782704.0,11014.22619140625,12227.956396484375,10790.72353515625,277.6935146097674,11346.110564375786,10235.336505936715,58.41276780512296,10800.435319294622,10839.773210419427,-39.33789112480554,-104.5587692852535,65.22087816044797
2022-11-14,11196.2197265625,11350.1201171875,11167.169921875,11233.900390625,709092704.0,11005.53337890625,12215.084643554688,10816.74453125,290.44774199193705,11397.640015233874,10235.849047266127,55.902131329848174,10861.325228105065,10866.176656059655,-4.85142795459069,-84.61730101912094,79.76587306453025
2022-11-15,11358.41015625,11492.6201171875,11241.150390625,11474.8203125,1322342704.0,11001.80337890625,12200.677294921876,10846.04501953125,314.3165350544912,11474.678089640232,10217.411949422267,58.36137422079662,10937.799832435056,10902.638396814495,35.16143562056095,-60.661553691184565,95.82298931174552
2022-11-16,11183.66015625,11286.099609375,11162.919921875,11260.099609375,290222704.0,10989.63857421875,12184.865595703124,10871.2025390625,320.4459757769405,11512.094490616382,10230.310587508618,54.81442223829776,10975.624497637355,10923.454823439348,52.16967419800676,-38.095308113346306,90.26498231135307
2022-11-17,11144.9599609375,11198.83984375,11006.2099609375,11008.669921875,59392704.0,10975.29517578125,12168.502646484376,10897.708544921876,320.04907288138855,11537.806690684652,10257.610399159099,54.03125322441088,11001.676107375839,10939.862611402175,61.81349597366352,-18.11354729594434,79.92704326960786
2022-11-18,11146.0595703125,11259.4404296875,11059.16015625,11257.009765625,-119547296.0,10955.97017578125,12154.838842773437,10912.025537109375,324.63196393671683,11561.289464982809,10262.761609235942,54.05134153673028,11023.888947827632,10955.136460210348,68.75248761728471,-0.74034031329853,69.49282793058325
2022-11-21,11024.509765625,11128.7802734375,10999.75,11091.009765625,-317837296.0,10931.13216796875,12139.471342773437,10915.6205078125,325.50199501306486,11566.62449783863,10264.616517786371,51.37856135607433,11023.984458257997,10960.275223574396,63.70923468360161,12.149574686081497,51.559659997520114
2022-11-22,11174.41015625,11179.8701171875,10975.66015625,11058.5595703125,-108607296.0,10921.94896484375,12125.265043945312,10914.385009765625,324.41436717052335,11563.213744106672,10265.556275424578,54.37491865394323,11047.12687333369,10976.137070439256,70.98980289443352,23.917620327751905,47.07218256668162
2022-11-23,11285.3203125,11310.8203125,11174.6103515625,11174.6103515625,136562704.0,10913.26177734375,12110.71939453125,10930.101513671874,334.7503098042852,11599.602133280445,10260.600894063304,56.510440595674716,11083.772017820815,10999.039532814126,84.73248500668888,36.0805932635393,48.65189174314958
2022-11-25,11226.3603515625,11261.5703125,11206.3798828125,11231.0,-2110887296.0,10906.74177734375,12094.399345703125,10951.78603515625,339.3938184106287,11630.573671977509,10272.998398334992,55.0357006652009,11105.708684550304,11015.878111980672,89.83057256963184,46.83058912475781,42.99998344487403
2022-11-28,11049.5,11217.75,11020.6904296875,11147.5703125,-23607296.0,10898.76376953125,12078.718647460937,10949.138525390625,338.3616298968266,11625.861785184277,10272.415265596972,50.756738613287766,11097.061194619488,11018.368622204325,78.69257241516243,53.20298578283874,25.489586632323693
2022-11-29,10983.7802734375,11086.01953125,10944.3701171875,11060.01953125,297862704.0,10887.738984375,12064.681796875,10948.92001953125,338.3365211492975,11625.593061829844,10272.246977232655,49.22518830033136,11079.63336059149,11015.806522295672,63.82683829581765,55.327756285434525,8.499082010383127
2022-11-30,11468.0,11468.4697265625,10966.5302734375,10995.2001953125,-1936474592.0,10888.59798828125,12053.067197265626,10977.7775390625,357.2097389373838,11692.197016937267,10263.358061187731,59.03356515858235,11139.382074346646,11049.302335458957,90.07973888768902,62.278152805885426,27.801586081803592
2022-12-01,11482.4501953125,11546.76953125,11378.75,11475.169921875,863152704.0,10893.84318359375,12039.780649414062,11025.66005859375,357.478604647686,11740.617267889122,10310.702849298379,59.286323251027696,11192.161785264469,11081.387362114776,110.77442314969267,71.97740687464687,38.79701627504579
2022-12-02,11461.5,11492.3203125,11296.7197265625,11308.3798828125,228042704.0,10901.7369921875,12026.467700195313,11081.588037109375,331.60849538753445,11744.805027884444,10418.371046334307,58.72064851327337,11233.598433685318,11109.543853809977,124.054579875341,82.3928414747857,41.66173840055531
2022-12-05,11239.9404296875,11425.509765625,11193.01953125,11380.990234375,215062704.0,10909.17720703125,12014.083803710937,11119.82255859375,300.6582062196635,11721.138971033077,10518.506146154425,52.965070525797096,11234.574125377962,11119.202859430534,115.37126594742767,88.98852636931409,26.382739578113586
2022-12-06,11014.8896484375,11241.419921875,10956.2001953125,11228.419921875,418362704.0,10913.4166015625,12001.417900390625,11142.341064453125,272.41798222113323,11687.177028895392,10597.505100010858,47.83611754124667,11200.776513540968,11111.475954912532,89.30055862843619,89.0509328211385,0.24962580729769002
2022-12-07,10958.5498046875,11039.8095703125,10910.6201171875,10963.9501953125,48892704.0,10915.99759765625,11989.303051757812,11159.458544921876,247.20696996065763,11653.87248484319,10665.044605000561,46.619028973180654,11163.510866025052,11100.1480919329,63.362774092151085,83.91330107534102,-20.55052698318994
2022-12-08,11082.0,11119.16015625,10939.4697265625,11011.330078125,-13167296.0,10916.6048046875,11979.525600585937,11195.900048828125,160.66527026760087,11517.230589363327,10874.569508292923,49.64240434960991,11150.970732790427,11098.803788826759,52.16694396366802,77.56402965300643,-25.39708568933841
2022-12-09,11004.6201171875,11138.7001953125,10999.259765625,11038.169921875,42472704.0,10921.94701171875,11967.180751953125,11190.42353515625,165.395604524618,11521.214744205485,10859.632326107014,47.81436733381401,11128.4552534669,11091.827220557185,36.62803290971533,69.37683030434822,-32.74879739463289
2022-12-12,11143.740234375,11144.669921875,10984.8203125,11015.48046875,535022704.0,10933.3094140625,11954.426352539063,11181.44404296875,162.65251462036514,11506.749072209479,10856.13901372802,51.287483385911095,11130.806788991224,11095.672628988135,35.134160003088255,62.52829624409623,-27.394136241007978
2022-12-13,11256.8095703125,11571.6396484375,11160.5400390625,11542.83984375,1831922704.0,10942.13701171875,11941.9533984375,11184.47353515625,163.50423383574898,11511.482002827748,10857.465067484753,53.96887076866048,11150.191832271421,11107.608698715867,42.583133555554014,58.53926370638779,-15.95613015083378
2022-12-14,11170.8896484375,11352.08984375,11065.240234375,11248.08984375,1190182704.0,10942.0266015625,11930.145546875,11175.097509765625,158.29875684261907,11491.695023450862,10858.499996080387,51.64259720394425,11153.376111681588,11112.296176473024,41.079935208563256,55.04739800682289,-13.967462798259632
2022-12-15,10810.5302734375,11029.5703125,10775.6103515625,11012.6201171875,1241102704.0,10935.2644140625,11915.438100585938,11156.441015625,177.99853449384597,11512.438084612691,10800.443946637308,43.22676894940784,11100.630598105574,11089.943146618542,10.687451487032376,46.175408702864786,-35.48795721583241
2022-12-16,10705.41015625,10833.240234375,10642.099609375,10767.6298828125,-621764592.0,10927.90642578125,11901.27544921875,11134.463525390625,204.63355017778954,11543.730625746204,10725.196425035047,41.12156988020792,11039.827453204716,11061.459221406056,-21.631768201339582,32.61397332202391,-54.24574152336349
2022-12-19,10546.0302734375,10713.9697265625,10497.5498046875,10707.4404296875,336852704.0,10925.7790234375,11887.4383984375,11104.462060546875,243.19586790982356,11590.853796366522,10618.070324727229,38.092481079701194,10963.858656317452,11023.27929933431,-59.420643016857866,14.207050054247555,-73.62769307110543
2022-12-20,10547.1103515625,10609.4599609375,10446.8203125,10490.8896484375,412222704.0,10925.87923828125,11876.019150390624,11080.59208984375,273.0522815965934,11626.696653036937,10534.487526650564,38.125743868662546,10899.743532508997,10988.007525425288,-88.26399291629059,-6.287158539860073,-81.97683437643052
2022-12-21,10709.3701171875,10753.5703125,10569.2001953125,10592.0,106452704.0,10931.54283203125,11865.588251953124,11057.340087890625,284.214914301709,11625.769916494042,10488.910259287208,43.07414797109779,10870.455314767229,10967.367717407675,-96.91240264044609,-24.412207359977277,-72.50019528046882
2022-12-22,10476.1201171875,10599.33984375,10313.3203125,10586.4599609375,830102704.0,10932.7232421875,11851.691103515624,11016.880078125,306.7560025102702,11630.39208314554,10403.368073104459,38.328723993673684,10809.788361293424,10930.979006280255,-121.1906449868311,-43.76789488534804,-77.42275010148306
2022-12-23,10497.8603515625,10514.759765625,10361.8203125,10437.75,-750287296.0,10929.69744140625,11838.53060546875,10980.455078125,323.3744396001164,11627.203957325233,10333.706198924767,39.00324012961685,10761.799436719437,10898.896142967827,-137.09670624839055,-62.433657157956546,-74.663049090434
2022-12-27,10353.23046875,10472.3203125,10340.73046875,10462.1904296875,-467677296.0,10930.3342578125,11826.077709960937,10945.6416015625,351.7814424587365,11649.204486479974,10242.078716645026,36.16907405090018,10698.942672416446,10858.476463396137,-159.53379097969082,-81.8536839223034,-77.68010705738742
2022-12-28,10213.2900390625,10414.8203125,10207.4697265625,10339.2001953125,-451997296.0,10921.0840625,11814.238061523438,10907.11708984375,387.73668321148836,11682.590456266727,10131.643723420773,33.62321857978196,10624.226882669685,10810.684876408459,-186.45799373877344,-102.77454588559742,-83.68344785317602
2022-12-29,10478.08984375,10502.080078125,10301.0595703125,10321.4599609375,-140867296.0,10915.1978515625,11801.88541015625,10857.62158203125,375.35482215338385,11608.331226338018,10106.911937724482,41.94967394693567,10601.744261297426,10786.048207322647,-184.30394602522028,-119.08042591352199,-65.22352011169829
2022-12-30,10466.48046875,10468.3095703125,10324.7001953125,10368.3701171875,-335937296.0,10910.917265625,11787.035063476562,10806.823095703125,354.51259780314234,11515.848291309409,10097.79790009684,41.702681420961845,10580.93444705936,10762.376522983932,-181.44207592457133,-131.55275591573186,-49.88932000883946
2023-01-03,10386.98046875,10613.0595703125,10309.16015625,10562.0595703125,485682704.0,10906.360078125,11770.896064453125,10753.097119140624,330.69630122681167,11414.489721594247,10091.704516687001,39.9672691291411,10551.095373473307,10734.569407855492,-183.47403438218498,-141.93701160902248,-41.537022773162505
2023-01-04,10458.759765625,10515.2197265625,10337.6396484375,10467.8203125,790412704.0,10898.34087890625,11753.7206640625,10714.0380859375,315.97357787703424,11345.98524169157,10082.09093018343,42.30189344630134,10536.889895342798,10714.139063986566,-177.24916864376792,-148.99944301597156,-28.24972562779635
2023-01-05,10305.240234375,10393.2197265625,10295.25,10390.3095703125,469302704.0,10885.3934765625,11736.054565429688,10678.555615234374,320.22776784257536,11319.011150919525,10038.100079549224,38.82427905705489,10501.251485963136,10683.850261793117,-182.5987758299816,-155.7193095787736,-26.879466251208015
2023-01-06,10569.2900390625,10604.1396484375,10265.0400390625,10363.9599609375,904812704.0,10872.796875,11718.3569140625,10659.092626953125,314.0848615131758,11287.262349979475,10030.922903926774,46.90874776539566,10511.718955670729,10675.364319368628,-163.64536369789857,-157.3045204025986,-6.340843295299976
2023-01-09,10635.650390625,10807.259765625,10619.1201171875,10662.099609375,837222704.0,10866.090078125,11701.92216796875,10636.775146484375,297.8938523402746,11232.562851164925,10040.987441803825,48.74207879218281,10530.785330279079,10672.4225468691,-141.63721659002113,-154.17105964008312,12.53384305006199
2023-01-10,10742.6298828125,10743.669921875,10589.58984375,10607.7197265625,415712704.0,10865.08927734375,11684.676118164063,10623.675634765625,286.4058177671544,11196.487270299933,10050.863999231316,51.64122266821121,10563.376799899605,10677.623090272315,-114.24629037271006,-146.18610578660852,31.939815413898458
2023-01-11,10931.669921875,10932.4404296875,10762.73046875,10794.990234375,989422704.0,10861.673671875,11668.48796875,10613.072119140625,269.569067296553,11152.21025373373,10073.933984547519,56.34044540033976,10620.037280203513,10696.441374094735,-76.40409389122215,-132.22970340753125,55.8256095163091
2023-01-12,11001.099609375,11027.75,10797.1201171875,10969.259765625,1386272704.0,10861.93265625,11651.71896484375,10600.28662109375,242.0939581356281,11084.474537365006,10116.098704822494,57.9563912361334,10678.662253922203,10719.008650782162,-40.346396859958986,-113.8530420980168,73.50664523805781
2023-01-13,11079.16015625,11084.009765625,10900.16015625,10906.3701171875,783022704.0,10865.6988671875,11634.016567382812,10595.700146484374,231.34521250402,11058.390571492415,10133.009721476334,59.759738461525714,10740.277315818787,10745.686540076076,-5.409224257289679,-92.16427852987138,86.7550542725817
2023-01-17,11095.1103515625,11145.4404296875,11024.7197265625,11070.0,843442704.0,10877.105078125,11617.280771484375,10609.929150390624,252.99269992258576,11115.914550235795,10103.943750545453,60.13599100229181,10794.867013625511,10771.569785371366,23.29722825414501,-69.0719771730681,92.36920542721312
2023-01-18,10957.009765625,11223.41015625,10952.0498046875,11170.9501953125,993662704.0,10889.38646484375,11600.96322265625,10622.509130859375,264.00598387237,11150.521098604115,10094.497163114635,55.31357599589017,10819.812052394664,10785.30608020497,34.50597218969415,-48.356387300515664,82.86235949020981
2023-01-19,10852.26953125,10932.51953125,10804.5703125,10890.400390625,365832704.0,10896.92685546875,11583.9170703125,10637.82109375,268.18451353418413,11174.19012081837,10101.452066681632,51.913319982827765,10824.8055106801,10790.266335837934,34.539174842166176,-31.7772748719793,66.31644971414548
2023-01-20,11140.4296875,11143.169921875,10885.650390625,10924.66015625,1685142704.0,10908.44505859375,11566.956469726563,10667.487060546875,289.5842119801437,11246.655484507162,10088.318636586588,59.32205351023608,10873.3630763447,10816.204361886976,57.15871445772427,-13.990077006038588,71.14879146376286
2023-01-23,11364.41015625,11405.5,11144.0302734375,11171.9404296875,1702842704.0,10923.4092578125,11552.757670898438,10700.2390625,328.9388872201653,11358.116836940331,10042.36128805967,63.96889315615096,10948.908780945514,10856.812198506459,92.09658243905506,7.227254882980143,84.86932755607491
2023-01-24,11334.26953125,11378.150390625,11282.650390625,11302.9296875,1375892704.0,10943.03125,11539.984916992187,10743.146533203126,353.23760840185184,11449.621750006829,10036.671316399423,62.92714325152017,11008.195050223127,10892.179408339314,116.01564188381235,28.984932283146584,87.03070960066577
2023-01-25,11313.3603515625,11334.2197265625,11069.1796875,11146.5302734375,1190602704.0,10947.01544921875,11527.065219726563,10783.921533203125,370.09855209858284,11524.118637400292,10043.724429005959,62.170745665911824,11055.143558121492,10923.377996726218,131.76556139527383,49.541058105572034,82.2245032897018
2023-01-26,11512.41015625,11516.0498046875,11341.1904296875,11458.400390625,1437922704.0,10950.79705078125,11516.072270507813,10841.880517578125,389.3653290972521,11620.61117577263,10063.14985938362,66.32105137221896,11125.492265525878,10967.010008542793,158.48225698308488,71.32929788107461,87.15295910201027
2023-01-27,11621.7099609375,11691.8896484375,11470.26953125,11470.4697265625,1948832704.0,10959.30685546875,11507.121020507813,10912.301513671875,396.98385674391466,11706.269227159704,10118.333800184046,68.37293848312535,11201.833449435358,11015.506301312771,186.32714812258746,94.32886792937718,91.99828019321028
2023-01-30,11393.8095703125,11553.3095703125,11388.5400390625,11512.33984375,827352704.0,10960.01484375,11497.232216796874,10958.0875,397.07553114336275,11752.238562286726,10163.936437713273,60.1447700405983,11231.36823726261,11043.528765683122,187.8394715794875,113.03098865939926,74.80848292008825
2023-01-31,11584.5498046875,11586.009765625,11398.3701171875,11398.580078125,1400182704.0,10968.03263671875,11486.937016601563,11013.990966796875,402.8833032845955,11819.757573366067,10208.224360227683,64.04475641493426,11285.703863020286,11083.604398201966,202.09946481832048,130.8446838911835,71.25478092713698
2023-02-01,11816.3203125,11904.01953125,11500.330078125,11573.1396484375,2041072704.0,10981.45984375,11479.263217773438,11085.457958984374,412.46523043980636,11910.388419863986,10260.527498104762,68.12618633241803,11367.337162940243,11137.879651112931,229.45751182731146,150.5672494784091,78.89026234890235
2023-02-02,12200.8203125,12269.5498046875,12024.1396484375,12065.150390625,-1551724592.0,11002.55505859375,11473.605517578126,11172.560986328124,454.91280637899075,12082.386599086105,10262.735373570144,73.50037276641174,11495.56533979559,11216.615996400862,278.9493433947282,176.24366826167295,102.70567513305525
2023-02-03,12006.9501953125,12231.3095703125,11946.8603515625,11946.8603515625,1659522704.0,11022.2038671875,11465.541967773437,11257.646484375,443.1428896611774,12143.932263697356,10371.360705052644,67.33552753840232,11574.239932952038,11275.159270394317,299.08066255772064,200.8110671208825,98.26959543683813
2023-02-06,11887.4501953125,11973.41015625,11843.490234375,11904.41015625,1243382704.0,11036.46466796875,11457.7138671875,11323.5544921875,433.2908103972275,12190.136112981956,10456.972871393045,63.78422528420954,11622.42612716134,11320.51415372159,301.91197343975,221.03124838465604,80.88072505509396
2023-02-07,12113.7900390625,12150.2197265625,11836.7802734375,11891.25,1425272704.0,11053.0340625,11452.409565429687,11397.461474609376,435.8351285752085,12269.131731759793,10525.791217458958,67.30181224808075,11698.020575146133,11379.275330413508,318.745244732625,240.57404765424982,78.17119707837517
2023-02-08,11910.51953125,12096.3896484375,11890.08984375,12069.1201171875,757902704.0,11066.71724609375,11447.765712890625,11455.85595703125,421.4835185031089,12298.822994037468,10612.888920025032,61.52246444891283,11730.712722239035,11418.626752697692,312.08596954134373,254.87643203166863,57.2095375096751
2023-02-09,11789.580078125,12070.9599609375,11745.1103515625,12069.099609375,1241322704.0,11081.51884765625,11441.689365234375,11498.75146484375,408.79277138285113,12316.337007609452,10681.165922078048,58.313958090320845,11739.769238529185,11446.104776803419,293.66446172576616,262.6340379704882,31.03042375527798
2023-02-10,11718.1201171875,11775.7998046875,11630.5400390625,11714.599609375,590062704.0,11096.20564453125,11437.826264648438,11534.602490234374,394.02634060434696,12322.655171443068,10746.54980902568,56.44093622697495,11736.438604476618,11466.254061276315,270.18454320030287,264.14413901645116,6.040404183851706
2023-02-13,11891.7900390625,11910.919921875,11719.73046875,11759.08984375,457912704.0,11104.6814453125,11434.84056640625,11575.233984375,386.41505118349477,12348.06408674199,10802.40388200801,59.81878289679632,11760.338825182138,11497.775244816034,262.56358036610436,263.8280272863818,-1.2644469202774644
2023-02-14,11960.150390625,11999.849609375,11760.5595703125,11808.2001953125,737462704.0,11114.23544921875,11430.283666992187,11618.485986328125,378.17028101372455,12374.826548355575,10862.145424300676,61.097582085376075,11791.079066019502,11532.025255616698,259.0538104028037,262.8731839096662,-3.819373506862462
2023-02-15,12070.58984375,12071.2900390625,11876.8203125,11905.1201171875,761672704.0,11126.41724609375,11428.96341796875,11674.164990234374,357.0409489428486,12388.246888120071,10960.083092348677,63.138639707492565,11834.080724131885,11571.918928811758,262.16179532012757,262.73090619175844,-0.569110871630869
2023-02-16,11855.830078125,12040.33984375,11853.3603515625,11896.3095703125,864442704.0,11138.7350390625,11425.562470703126,11724.343017578125,301.681246500791,12327.705510579706,11120.980524576544,56.88815266711506,11837.426778592366,11592.949384316442,244.47739427592387,259.08020380859153,-14.602809532667663
2023-02-17,11787.26953125,11803.2197265625,11673.2099609375,11777.5,630262704.0,11154.18263671875,11421.68001953125,11756.685009765624,268.6520734902879,12293.9891567462,11219.380862785049,55.01569804795387,11829.710279001232,11607.343469274483,222.36680972674912,251.7375249922231,-29.37071526547396
2023-02-21,11492.2998046875,11684.1396484375,11491.1796875,11640.3701171875,707572704.0,11164.85763671875,11414.317216796875,11763.0794921875,260.21317000900916,12283.50583220552,11242.653152169481,47.73585477847486,11777.80097526066,11598.821716342114,178.97925891854538,237.18587177748756,-58.20661285894218
2023-02-22,11507.0703125,11582.51953125,11445.169921875,11517.2001953125,376302704.0,11173.35904296875,11410.264116210938,11771.71953125,247.79837889338754,12267.316289036777,11276.122773463225,48.10615495301831,11736.150104066712,11592.025316057514,144.1247880091978,218.57365502382964,-74.44886701463184
