Date,Close,High,Low,Open,SMA_20,SMA_50,SMA_200,StdDev_20,Upper,Lower,RSI,EMA_12,EMA_26,MACD,Signal,MACD_Histogram
2020-10-15,77.58900451660156,78.38399097262977,76.88733370958983,76.99282921872692,73.81530151367187,76.19798141479492,70.52230012893676,2.4133988814528906,78.64209927657765,68.98850375076609,58.0859689121109,75.73331609951472,75.30561398952005,0.4277021099946694,-0.32912620972133755,0.756828319716007
2020-10-16,78.27973937988281,78.68383132964105,77.78160280449025,77.92343288261684,74.0965202331543,76.27054794311523,70.57346780776977,2.5921893045116797,79.28089884217765,68.91214162413094,60.04357972819974,76.12507352726367,75.52591957399136,0.5991539532723067,-0.14347017712260873,0.7426241303949155
2020-10-19,76.3687744140625,79.03315637711056,76.03983471314686,78.650470393892,74.35392532348632,76.310478515625,70.61675031661987,2.546793177639152,79.44751167876463,69.26033896820802,52.708962941815656,76.16256597138657,75.58835326584848,0.5742127055380877,6.639940953055701e-05,0.5741463061285571
2020-10-20,77.42976379394531,78.5031785261524,75.92389568057988,75.99257065343718,74.5790340423584,76.37002655029296,70.65698972702026,2.612216479445849,79.8034670012501,69.3546010834667,55.92793527408947,76.35751948254945,75.7247540457075,0.6327654368419502,0.12660620689601448,0.5061592299459357
2020-10-21,79.28995513916016,80.5549673741272,78.21106545971033,78.29566386006188,75.02218551635742,76.48248413085938,70.70674661636353,2.6225232200142026,80.26723195638583,69.77713907632902,60.94701307756738,76.80866342972033,75.98884301559289,0.8198204141274346,0.2652490483422985,0.5545713657851361
2020-10-22,80.3857650756836,80.71719547938251,78.87641156287316,79.27701051303102,75.48758201599121,76.59068176269531,70.75925043106079,2.7101479864574505,80.90787798890611,70.06728604307631,63.57838382395774,77.35898675986853,76.31454094596998,1.0444458138985482,0.4210884014535485,0.6233574124449996
2020-10-23,81.66321563720703,81.7308882784279,80.64353958764445,80.92022896161276,75.97537231445312,76.71265411376953,70.8142823600769,2.902949218494177,81.78127075144148,70.16947387746477,66.41901450891632,78.02117581792061,76.71073907124679,1.3104367466738154,0.5989580704976019,0.7114786761762135
2020-10-26,79.14762115478516,81.52586024789196,78.45340712141606,80.86747960462675,76.28871307373046,76.79498428344726,70.85427293777465,2.889530487717452,82.06777404916537,70.50965209829556,56.99243772477633,78.19447510051515,76.8912488552126,1.3032262453025538,0.7398117054585923,0.5634145398439615
2020-10-27,79.8348617553711,79.9635020269295,78.76592723748256,79.40738970015705,76.62444763183593,76.88085739135742,70.89533590316772,2.892089915443277,82.40862746272249,70.84026780094938,58.71626375836888,78.44684227818529,77.10929425522433,1.3375480229609593,0.8593589689590657,0.4781890540018936
2020-10-28,75.47351837158203,77.69947104203933,75.37399131080028,77.6193527832228,76.74144325256347,76.83907516479492,70.91666982650757,2.7889292470817564,82.31930174672698,71.16358475839996,46.090533658011765,77.98940783101555,76.98812567125083,1.0012821597647275,0.8877436071201982,0.11353855264452928
2020-10-29,77.99259185791016,79.30985430316014,75.75319862172742,75.75916705666272,76.93340911865235,76.85869232177734,70.94852895736695,2.732977345144781,82.39936380894191,71.46745442836279,52.450428499689245,77.98989768130704,77.06253057396633,0.9273671073407144,0.8956683071643015,0.03169880017641291
2020-10-30,80.66841888427734,83.9523642285653,79.84482040869474,83.21137466500592,77.3379680633545,76.89776718139649,70.99065690994263,2.6518600015796205,82.64168806651374,72.03424806019525,58.104418168520525,78.4019778663794,77.32963341176713,1.0723444546122636,0.9310035366538939,0.14134091795836967
2020-11-02,80.91822814941406,82.6470391249576,80.42058524166423,81.02422481306886,77.68634223937988,76.94316192626952,71.02689519882202,2.6410978204856583,82.96853788035119,72.40414659840857,58.599356042687155,78.78909329453857,77.59545524418543,1.1936380503531439,0.983530439393744,0.2101076109593999
2020-11-03,82.12152862548828,82.69332136121564,80.44994931207492,81.2043715890697,78.1759479522705,77.00487930297851,71.06815221786499,2.499605055383601,83.17515806303771,73.1767378415033,60.98996754214242,79.30177565314622,77.93071993909675,1.3710557140494757,1.0610354943248903,0.3100202197245854
2020-11-04,87.0442123413086,88.15072670787647,84.89937259397972,85.11087235140504,78.8946434020996,77.14512481689454,71.13363702774048,2.8719698994380685,84.63858320097575,73.15070360322346,68.90140217082867,80.49291975901735,78.60579345037169,1.8871263086456622,1.2262536571890448,0.6608726514566174
2020-11-05,87.75286102294922,89.25922253442306,87.112886891941,88.63020572034705,79.58497352600098,77.25559158325196,71.20249090194702,3.2538754552440885,86.09272443648916,73.0772226155128,69.84936038833922,81.60983379962225,79.28335401130336,2.326479788318892,1.4462988834150141,0.8801809049038778
2020-11-06,87.6722412109375,88.20372043710111,86.60728568699523,87.28408034850992,80.19839324951172,77.38241088867187,71.27590318679809,3.5656460723790073,87.32968539426975,73.0671011047537,69.58947168158734,82.54251186290152,79.90475306312811,2.637758799773408,1.6845908666866931,0.9531679330867151
2020-11-09,87.73445129394531,90.47447166432956,87.58615163333688,89.1228717467844,80.68073425292968,77.50044204711914,71.35779035568237,3.9017310868775352,88.48419642668475,72.87727207917462,69.68320886270479,83.3412717753698,80.48473070985531,2.8565410655144916,1.918980906452253,0.9375601590622387
2020-11-10,86.60926818847656,87.73443950736147,85.46020794641726,86.14645637075373,81.10052032470703,77.60615112304687,71.42940858840943,4.070320675039548,89.24116167478613,72.95987897462794,65.73644414207479,83.8440404543093,80.93840015271616,2.905640301593138,2.1163127854804302,0.7893275161127078
2020-11-11,87.22237396240234,87.79516147343541,86.95638374970777,87.08751466931788,81.55991973876954,77.69771743774415,71.50258199691773,4.221733564055431,90.0033868668804,73.11645261065867,66.83859957471124,84.36378407093899,81.40387969417439,2.959904376764598,2.285031103737264,0.6748732730273339
2020-11-12,87.07954406738281,87.99670110812173,86.86854547742385,86.96956844646743,82.0344467163086,77.71917556762695,71.5757354927063,4.284809271752935,90.60406525981446,73.46482817280273,66.3035236419253,84.78159330116112,81.82429927737502,2.9572940237861047,2.4194836877470323,0.5378103360390725
2020-11-13,88.43214416503906,88.63220063739539,86.81630050622695,87.46721680725392,82.54206695556641,77.85371826171875,71.66102899551392,4.415948123312151,91.37396320219071,73.71017070894212,68.84697415227208,85.3432165109885,82.31376926905384,3.029447241934662,2.5414763985845585,0.4879708433501033
2020-11-16,88.64911651611328,89.52944546217967,87.96784170469522,88.16739700562442,83.15608406066895,78.04316101074218,71.73454084396363,4.365881668675846,91.88784739802064,74.42432072331725,69.2479630554201,85.85181651177693,82.7830542503175,3.068762261459426,2.646933571159532,0.4218286902998942
2020-11-17,88.09026336669922,88.82926342498031,87.93350462805951,88.42816334299879,83.68910903930664,78.27980010986329,71.81493005752563,4.279883183493443,92.24887540629354,75.12934267231975,66.86080215409706,86.19619295099574,83.17618085153096,3.020012099464779,2.7215492768205816,0.29846282264419743
2020-11-18,86.9272689819336,88.25548112637136,86.89542214268634,87.84542079899178,84.07097473144532,78.46872512817383,71.8892156791687,4.206807126944179,92.48458898533367,75.65736047755696,62.06577090175816,86.30866618652463,83.45403923156078,2.854626954963848,2.748164812449235,0.10646214251461306
2020-11-19,87.78022766113281,88.06239186038808,86.44082285727275,86.50924723897003,84.44069786071778,78.69953186035156,71.96079908370972,4.190786768903738,92.82227139852526,76.0591243229103,64.09933298311091,86.53506025954127,83.77449763375131,2.7605626257899587,2.75064437511738,0.009918250672578566
2020-11-20,86.6988525390625,88.28185461137062,86.68243554630416,87.84442756010482,84.69247970581054,78.9199575805664,72.02622915267945,4.166332188571419,93.02514408295337,76.35981532866771,59.72778127764512,86.5602590717753,83.9911165156262,2.569142556149103,2.7143440113237247,-0.14520145517462169
2020-11-23,86.33407592773438,87.28159151084033,85.48112130788739,87.06760869990015,85.051802444458,79.134521484375,72.08250757217407,3.968131466676748,92.9880653778115,77.11553951110452,58.28378799527387,86.52546166499978,84.16466906467126,2.360792600328523,2.6436337291246845,-0.28284112879616163
2020-11-24,88.02706146240234,88.1624219166697,85.97726862574291,86.11710920275331,85.46141242980957,79.36088928222657,72.14722356796264,3.821375948585918,93.1041643269814,77.81866053263774,62.78119472128117,86.75647701844633,84.45077220524394,2.3057048132023965,2.576047945940227,-0.2703431327378305
2020-11-25,88.15396881103516,88.50779222371551,87.41297923940695,88.22662273867971,86.09543495178222,79.61023864746093,72.21021524429321,3.0513802713605407,92.19819549450331,79.99267440906114,63.102320052658364,86.97147575576768,84.72508306493216,2.2463926908355205,2.510116894919286,-0.2637242040837653
2020-11-27,89.2368392944336,89.77478818273416,88.20423165690146,88.23657966469548,86.6576473236084,79.9064956665039,72.27951948165894,2.4580502507384194,91.57374782508523,81.74154682213157,65.81282255109322,87.31999322325474,85.05928723008041,2.2607059931743265,2.4602347145702943,-0.19952872139596778
2020-11-30,87.62198638916016,88.98179482422755,87.33633678753424,88.63936156262612,87.00532569885254,80.20582809448243,72.33923662185668,2.018854510419191,91.04303471969092,82.96761667801417,58.86785672217925,87.36645371031712,85.24911679741965,2.1173369128974713,2.3916551542357296,-0.27431824133825833
2020-12-01,89.48117065429688,90.81137222144169,88.05144202359061,88.30026347920833,87.43347282409668,80.57103805541992,72.40851594924926,1.5017629920316515,90.43699880815998,84.42994684003338,63.62684581195039,87.6917947786217,85.56260226829944,2.1291925103222553,2.339162625453035,-0.2099701151307798
2020-12-02,90.96663665771484,91.34982383230648,89.05185498586513,89.48117223765482,87.875728225708,80.93181900024415,72.48347585678101,1.1051374837417909,90.08600319319159,85.66545325822442,66.92008116999622,88.1956166061745,85.96290111195984,2.232715494214659,2.31787319920536,-0.08515770499070063
2020-12-03,90.90792083740234,91.92460500509807,90.70289066926468,90.77057089920471,88.0689136505127,81.3414389038086,72.56026712417602,1.2765415758524559,90.62199680221761,85.51583049880779,66.66315710614455,88.61289418020954,86.32919886940002,2.28369531080952,2.311037621526192,-0.027342310716671925
