Date,Close,High,Low,Open,Volume
2020-01-02,73.37156677246094,73.39905593752478,72.9867044792858,73.09666113954118,2341600
2020-01-03,72.73928833007812,73.02335934964381,72.42773513646887,72.51020263202166,1686700
2020-01-06,72.90423583984375,72.92256661211687,72.30861857265043,72.32694235378234,2298000
2020-01-07,72.72095489501953,72.90422063267584,72.65681118772584,72.81258776384769,2312900
2020-01-08,73.07833099365234,73.33490583341755,72.68430334940146,72.7301232812767,2932900
2020-01-09,73.4906997680664,73.4906997680664,73.25245564125481,73.40823226058741,1694600
2020-01-10,73.32574462890625,73.64647018803646,73.20662258683589,73.56399570418742,3321300
2020-01-13,73.87555694580078,73.87555694580078,73.36240023846085,73.48152927339324,2383400
2020-01-14,73.81141662597656,73.95802784114474,73.63730925376979,73.7106183569243,1863000
2020-01-15,73.7656021118164,73.96719866474187,73.65563844900032,73.71062377597904,1618600
2020-01-16,74.30623626708984,74.31540165285234,74.04966139486719,74.08631594677627,1401800
2020-01-17,74.50782775878906,74.58113685764022,74.35205116708569,74.53531692307313,1912400
2020-01-21,74.10465240478516,74.3245727419745,74.04050868180737,74.12297618657533,2564500
2020-01-22,74.15963745117188,74.48952148237414,74.1413136677238,74.37039941210637,2105700
2020-01-23,74.16879272460938,74.18711650555878,73.62814680619655,73.93054162542028,2980400
2020-01-24,73.55481719970703,74.35203777606559,73.3348969339023,74.34287239257479,2580200
2020-01-27,72.18949127197266,72.51020988309565,71.97873632372384,72.14367832246444,1887200
2020-01-28,72.8675765991211,73.03251858326296,72.39108141778948,72.4643905198838,1828200
2020-01-29,72.8584213256836,73.25244902739327,72.8217667730663,73.15165075548094,1050700
2020-01-30,72.8584213256836,72.95005421165632,72.06120053632468,72.2994516327666,4115400
2020-01-31,71.57553100585938,72.50103911817358,71.38309987201704,72.49187373337912,5488400
2020-02-03,72.06120300292969,72.427741550508,71.87793722471118,71.89626100607651,3539600
2020-02-04,73.29826354980469,73.4632055445562,73.04168866711149,73.08750860665293,2279400
2020-02-05,73.99468231201172,74.06799141508628,73.63730917344931,74.05882602941675,2399200
2020-02-06,74.14128875732422,74.26041078756872,74.00383595864841,74.22375624184585,3090100
2020-02-07,73.65563201904297,73.90304849099498,73.50902080589503,73.82057400329738,2062200
2020-02-10,74.02215576171875,74.04048652916589,73.44486242764269,73.44486242764269,1832600
2020-02-11,74.39788055419922,74.67277922310734,74.26042772417448,74.4253697219759,2964000
2020-02-12,74.8927001953125,74.91102397522897,74.66361449508244,74.75524737694631,2056700
2020-02-13,74.55363464355469,74.77355491047305,74.30621822602468,74.37952731204389,3010300
2020-02-14,74.62696075439453,74.70026286599708,74.36122050030542,74.69110447150977,1032800
2020-02-18,74.333740234375,74.41620774147933,74.06799994846939,74.28792029188926,2040300
2020-02-19,74.64527893066406,74.78273174020369,74.5536460546844,74.59030060330433,2220900
2020-02-20,74.214599609375,74.60862728343677,73.66479534097591,74.40703075375765,2419300
2020-02-21,73.63731384277344,74.0038523902475,73.47237184596717,74.0038523902475,2489600
2020-02-24,71.10819244384766,71.67632743723135,70.95241586201568,70.9890704091185,8362400
2020-02-25,69.2846908569336,71.60303739676955,69.2846908569336,71.4380953864854,7897800
2020-02-26,69.34880828857422,70.57670401755207,69.22968626731404,69.8802886747613,7015500
2020-02-27,66.9205093383789,68.93646756572521,66.74640198021137,68.15757064201169,10056300
2020-02-28,66.21492767333984,66.31572593300112,64.29976773091586,64.88622651923224,7472500
2020-03-02,68.40499114990234,68.45996948052165,65.96751595571604,66.5448163917816,7880100
2020-03-03,66.77391052246094,69.57791759636038,66.58147934985426,68.58826557340471,6983500
2020-03-04,69.5137710571289,69.5137710571289,67.79104896893142,68.28586796922946,3885200
2020-03-05,67.38784790039062,68.53327635873734,67.00298561625985,67.80019934893924,3210100
2020-03-06,66.18745422363281,66.52649664013111,65.12449304798805,65.51852079535405,4586200
2020-03-09,61.202537536621094,63.13602143821082,60.98261721823929,61.66070894474869,15532800
2020-03-10,64.01569366455078,64.01569366455078,61.22084597873009,63.42006958498287,6150500
2020-03-11,60.70771026611328,62.421273812322156,60.13957521549145,62.2380010583438,7040200
2020-03-12,54.74232482910156,57.72960106019719,54.52240100129735,56.180982861590984,10362200
2020-03-13,58.66426467895508,59.41566551707181,54.8431167701593,57.99533833062019,10082700
2020-03-16,52.08493423461914,55.29213460991448,49.299250783997,49.299250783997,6968800
2020-03-17,55.33794403076172,55.38376047404706,51.86500379794665,53.230356179501236,8580800
2020-03-18,52.011619567871094,53.147886260456055,49.63829140365894,51.40683341576459,9230200
2020-03-19,52.34149169921875,53.46859275023204,50.52713365400931,51.48929274676994,9173800
2020-03-20,50.68292236328125,53.83514038892531,50.6737569776105,53.239516160862216,6484800
2020-03-23,49.78490447998047,50.875351120240865,48.8502344330843,50.56379443794214,8156700
2020-03-24,53.83514404296875,54.16502803809782,52.39648600521082,52.81800288984434,5105700
2020-03-25,55.31045150756836,56.93237866955586,53.63354251963251,54.449087045562706,14629400
2020-03-26,58.224422454833984,58.426015494205856,55.7961126322727,55.88774900977844,13227500
2020-03-27,56.52001953125,57.60130422589064,55.75029150278667,56.071010058158855,5637900
2020-03-30,57.7662467956543,57.83955239668463,56.171808900295574,56.62998026733806,6088900
2020-03-31,57.335567474365234,58.086968274442945,56.712454104217336,57.37222202450812,9648300
2020-04-01,54.70566940307617,55.823605314510836,54.339130861102795,55.09053172613468,4057600
2020-04-02,55.80527877807617,56.08934281328799,54.51323554999117,54.60486843317491,4061900
2020-04-03,54.971412658691406,55.86942829020186,54.394115647159396,55.52121700596041,3180200
2020-04-06,58.36186981201172,58.62761005447223,56.78576262327305,56.92321194154657,4577700
2020-04-07,58.4260139465332,60.46945792058143,58.41685205681051,60.3686596557804,3946300
2020-04-08,59.837188720703125,60.05710903916866,58.40769266839539,58.957493464559235,6039200
2020-04-09,60.70771026611328,61.330823647358265,60.22204970256689,60.63440116452194,5729500
2020-04-13,60.222042083740234,60.634393493527774,59.48896514285146,60.46945153138479,5530800
2020-04-14,61.77066421508789,61.97225373474301,61.20252922931459,61.32165126244806,3172500
2020-04-15,60.2312126159668,60.643564060997605,59.90132866348598,60.240371009934286,4626000
