Date,Close,High,Low,Open,Volume
2020-01-02,68.04620361328125,68.08452005490719,66.76128915563321,66.76128915563321,28132000
2020-01-03,67.71227264404297,68.30148466377585,66.9600373257516,67.07529037086411,23728000
2020-01-06,69.38188171386719,69.49583630215592,67.18179957634237,67.18179957634237,34646000
2020-01-07,69.33857727050781,69.81880085783358,69.19127235651817,69.56749635097823,30054000
2020-01-08,69.88500213623047,70.24628990579961,69.21417581732828,69.27588002329139,30560000
2020-01-09,70.65682983398438,71.03006199373336,70.18107880646254,70.69365795847132,30018000
2020-01-10,71.14950561523438,71.40822890881397,70.58318772267843,71.0415118760559,36414000
2020-01-13,71.62226104736328,71.68645588790679,70.96487520274847,71.46799296355893,33046000
2020-01-14,71.20673370361328,71.75015744005867,71.08182939227687,71.61131918676213,31178000
2020-01-15,71.62077331542969,71.73000479006916,71.17339126528485,71.17339126528485,25654000
2020-01-16,72.2428207397461,72.25725584682053,71.7063602218111,72.03082741028582,23474000
2020-01-17,73.67056274414062,73.71559936874215,72.56729073297409,72.80068235222082,47924000
2020-01-21,73.87012481689453,74.24086640534432,73.21323244155424,73.60736938544426,40734000
2020-01-22,73.94725036621094,74.80637844327426,73.89648829768433,74.19856247091646,32216000
2020-01-23,73.98208618164062,74.42349979351208,73.75566532050314,74.03135994138042,27024000
2020-01-24,72.98979187011719,74.42225424928164,72.91713034976826,74.32745029050261,35692000
2020-01-27,71.35701751708984,71.56453831893283,70.7250088867633,71.21270441236497,35104000
2020-01-28,72.2856216430664,72.45681549290353,71.28585563476057,71.80987814872196,31548000
2020-01-29,72.58769226074219,72.92608580028646,71.99598954595203,72.59615133988797,21554000
2020-01-30,72.4488525390625,72.52051172814387,71.48143450289146,71.65859679392226,26788000
2020-01-31,71.37344360351562,73.15997988949793,71.08978349020452,73.09876926273381,48344000
2020-02-03,73.94674682617188,74.14879276125006,72.60560314729429,72.75539111013826,60736000
2020-02-04,72.01242065429688,73.12863193780154,70.9788182849418,72.51006361759383,78660000
2020-02-05,72.07013702392578,72.84695990234495,71.19080286656136,72.77629546072534,39724000
2020-02-06,73.46354675292969,73.7506846735692,72.13683044795762,72.17465331733683,33588000
2020-02-07,73.61283874511719,73.9417784810976,72.97186983877486,73.0191465255916,23446000
2020-02-10,75.07839965820312,75.11920674728403,73.36850365404892,73.36850365404892,28398000
2020-02-11,75.08386993408203,76.12095766481228,74.92701247452665,75.23415907769049,26892000
2020-02-12,75.55563354492188,75.67631590798648,75.05003268527967,75.3670279617218,23352000
2020-02-13,75.37599182128906,75.9990402732199,74.8753646334748,75.27795305804572,18590000
2020-02-14,75.67855834960938,75.67855834960938,75.01171100956715,75.4227661008174,23956000
2020-02-18,75.62530517578125,76.22048572947055,75.27297766642783,75.39290828309474,22414000
2020-02-19,75.97465515136719,76.2441763149109,75.71139856662336,75.89403571728414,18986000
2020-02-20,75.54966735839844,76.12146015343936,74.98584007034944,75.74125716479779,21932000
2020-02-21,73.90544128417969,75.25429979682976,73.67304443232248,75.04603485790187,34634000
2020-02-24,70.74441528320312,71.50979486204967,70.23682499273656,70.96934780847315,57342000
2020-02-25,69.09523010253906,71.56801479414565,68.79415826964738,71.3122301667665,49566000
2020-02-26,69.33061981201172,70.45131882585119,68.6249624458566,69.4779247431001,44048000
2020-02-27,65.59381866455078,68.26187602826585,65.5480302915154,67.78194857537117,59566000
2020-02-28,66.65081024169922,66.7408834910293,63.250415991203695,63.57388465682393,75782000
2020-03-02,69.12808227539062,69.215672482577,66.02801919562621,67.26192108612972,48630000
2020-03-03,66.75332641601562,70.17511501279238,66.28603443608321,69.64114513956,48046000
2020-03-04,68.99919128417969,69.07732767172669,66.83892898781087,67.64112923329347,38266000
2020-03-05,65.64109802246094,67.62520018735992,64.94737756572731,67.19175209183169,51226000
2020-03-06,64.61446380615234,65.00311829561328,62.755269604252554,63.551994981774556,53212000
2020-03-09,60.49148178100586,62.44224108778291,59.71714953025836,59.98089966654274,67308000
2020-03-10,63.71770095825195,63.755523823884545,60.6512240867388,62.703006340955795,52228000
2020-03-11,60.4840202331543,62.750783957248736,59.52157973704793,62.190438284986186,52170000
2020-03-12,55.482704162597656,59.412094420022555,55.402585902001995,56.03459072510004,84534000
2020-03-13,60.698997497558594,60.70048960617496,55.59382949599564,58.67209892885231,74002000
2020-03-16,53.96091842651367,57.34175598785899,53.46875032867121,54.541667669853034,85048000
2020-03-17,55.72605514526367,56.27644580827855,52.55158829559161,54.39784304976598,77230000
2020-03-18,54.58147430419922,55.064188532459035,51.61950198432473,52.576471361871874,84668000
2020-03-19,55.50162124633789,57.62556027175729,52.75552980752347,54.39486379137895,73022000
2020-03-20,53.363250732421875,56.929857717031815,53.02336126073511,56.518305259955,72036000
2020-03-23,52.58195114135742,53.31348689204805,50.43790473543113,52.81584393747912,80882000
2020-03-24,56.45560073852539,56.482473882609035,54.273932745682316,54.92833442896245,66890000
2020-03-25,54.8646354675293,57.174195720333074,54.04451861574049,56.057984515488805,81630000
2020-03-26,57.81366729736328,58.22272907580746,54.4187442255657,55.32793956459401,71434000
2020-03-27,55.27370071411133,57.26228307317733,55.03483421977747,56.01817567477128,64170000
2020-03-30,57.070682525634766,57.310050157149625,54.56554987398977,55.98681559344707,51482000
2020-03-31,57.866416931152344,58.48847059654039,56.6387341862922,57.09457529453084,49728000
2020-04-01,55.02039337158203,56.21822249232218,54.61382224468947,55.83553269697143,46884000
2020-04-02,55.77781295776367,56.07739271152656,54.561573450503005,54.65413355210601,39298000
2020-04-03,54.635223388671875,55.9121723009795,53.735983002642314,55.68698917729453,46268000
2020-04-06,59.06623458862305,59.45141124440745,56.28042971339482,56.631766255497546,53294000
2020-04-07,59.04582977294922,60.96125685964553,58.832837907529914,60.76219893504672,47746000
2020-04-08,60.228729248046875,60.66615629570455,59.127944075022896,60.040621038171174,39502000
2020-04-09,60.28695297241211,60.98962608727499,59.55467307891095,60.91547625567643,43508000
2020-04-13,60.59101104736328,60.737818597464376,59.099976815251914,60.17398754701405,34796000
2020-04-14,63.16233444213867,63.80131008603449,61.55494983902026,61.9610274280021,49408000
2020-04-15,62.825927734375,63.72118915650483,61.7276294245941,61.9868994469199,33434000
2020-04-16,62.875694274902344,63.64853447989354,61.838109172983856,63.40469049588155,50362000
